time,seconds_elapsed,z,y,x
1758301345000795600,0.049795654296875,8.031750451010465,5.371975361928343,1.6742904722929
1758301345010768400,0.059768310546875,8.019107827058434,5.394706833696365,1.661756715542823
1758301345020742400,0.069742431640625,8.015544581618904,5.410221213692426,1.6281702338919042
1758301345030715400,0.07971533203125,8.029011381435394,5.411169308197498,1.557112976502627
1758301345040689400,0.089689453125,8.062427328824997,5.39227288454771,1.4460435883291065
1758301345050662400,0.099662353515625,8.114940190872549,5.3486967776715755,1.3075075165592134
1758301345060635600,0.1096357421875,8.184923243159055,5.276435843580961,1.156134101982787
1758301345070609700,0.119609619140625,8.270322475764155,5.17440345608294,0.9988464949265122
1758301345080582700,0.129582763671875,8.364505903327464,5.049753578585386,0.8398895664185285
1758301345090556700,0.139556640625,8.459996906358002,4.9103100365817545,0.6983493443965911
1758301345100529400,0.149529296875,8.551915311598778,4.7631791549459095,0.5892801901295781
1758301345110503400,0.15950341796875,8.628006617632508,4.633836151196062,0.5054161677351221
1758301345120476400,0.169476318359375,8.6865646050632,4.529063232818245,0.4489624956399202
1758301345130450400,0.179450439453125,8.726565191540121,4.453405642026663,0.4296825890978798
1758301345140423400,0.18942333984375,8.746575713911652,4.410487122276425,0.46411081880256533
1758301345150397400,0.1993974609375,8.759287311446666,4.375422530896961,0.548589904355444
1758301345160370700,0.20937060546875,8.779983477994799,4.316839993546903,0.6687021018907428
1758301345170343400,0.219343505859375,8.813747800430654,4.224720512776076,0.7999796538997441
1758301345180317400,0.2293173828125,8.855687830537557,4.10948582161665,0.9269891001354903
1758301345190290400,0.23929052734375,8.896027439710497,3.993195776185393,1.0418577344615012
1758301345200264400,0.249264404296875,8.933328119578958,3.8834213962584734,1.1336107930727302
1758301345210237400,0.259237548828125,8.974701747974754,3.779302265614271,1.1584424519903957
1758301345220211500,0.26921142578125,9.026968526306748,3.677435882332921,1.0773512187775225
1758301345230184400,0.279184326171875,9.08895590366423,3.5846474162593482,0.8435419514462351
1758301345240158500,0.289158447265625,9.138333974817394,3.5235508502617474,0.49581050032619384
1758301345250131700,0.299131591796875,9.157651254227757,3.507074347235262,0.09072812687712721
1758301345260105700,0.309105712890625,9.143324622711539,3.5336823681756853,-0.28824456707509233
1758301345270078500,0.319078369140625,9.110603087326885,3.5790205162882804,-0.5982573503766209
1758301345280051500,0.329051513671875,9.076483375582098,3.625344460567832,-0.8029430337499827
1758301345290025500,0.339025390625,9.050562752383946,3.660333356362581,-0.9271761471401899
1758301345299998500,0.34899853515625,9.033000792208313,3.6624040251567958,-1.0779959464218467
1758301345309972500,0.358972412109375,9.012810821616648,3.6308918655619022,-1.3252350425601005
1758301345319945500,0.368945556640625,8.975296206736564,3.5830075400978325,-1.6662828146651387
1758301345329919500,0.37891943359375,8.913302984160184,3.5306305793896318,-2.0635069397613406
1758301345339892700,0.388892822265625,8.829595357903838,3.4700904782310125,-2.4833649214699864
1758301345349866800,0.39886669921875,8.726611368769406,3.411737657983601,-2.8942513689547775
1758301345359839500,0.408839599609375,8.611027425780891,3.3555110361099243,-3.280418093463778
1758301345369813000,0.41881298828125,8.492320382335782,3.2905916969537734,-3.6363293804407117
1758301345379787000,0.428787109375,8.350857317203284,3.2227070782512426,-4.005961441995203
1758301345389760000,0.438760009765625,8.193390042731165,3.1448654214188454,-4.375907391804456
1758301345399734000,0.448734130859375,8.028242735150457,3.0375846118733283,-4.742444702214002
1758301345409707000,0.45870703125,7.833689300343393,2.895642238791287,-5.13993712285757
1758301345419681000,0.468680908203125,7.621193381610512,2.7048320821657774,-5.547222623240947
1758301345429653800,0.47865380859375,7.402979669752717,2.4599384531751274,-5.942641160219908
1758301345439627800,0.488627685546875,7.18480628990531,2.1658991004824637,-6.31330519517064
1758301345449601000,0.49860107421875,6.964532722908258,1.8242650529220699,-6.658658263254165
1758301345459574000,0.508573974609375,6.756177557241916,1.4321804826714097,-6.962277637457847
1758301345469548000,0.518548095703125,6.566580868059396,0.9965834453653544,-7.2150693262219425
1758301345479521000,0.52852099609375,6.380095004373788,0.5350720319388435,-7.428221078515052
1758301345489495000,0.5384951171875,6.180623986908793,0.06168373650209978,-7.6135712161689995
1758301345499468000,0.548468017578125,5.965636251360178,-0.42253702819216993,-7.771938654351234
1758301345509442000,0.558442138671875,5.735093219283223,-0.9219511059682816,-7.901208008342981
1758301345519414800,0.568414794921875,5.497931061327457,-1.433316647094488,-7.993043411475419
1758301345529388800,0.578388916015625,5.280318237972259,-1.9522014047443865,-8.029791133636236
1758301345539362000,0.588362060546875,5.071199102196097,-2.45112181725204,-8.027783885467052
1758301345549335000,0.5983349609375,4.867812372592091,-2.9194533224895594,-7.996973736661672
1758301345559309000,0.60830908203125,4.676355734756589,-3.3778418181225653,-7.930465082487464
1758301345569282000,0.618281982421875,4.495766820155084,-3.8314007016420364,-7.828079059246182
1758301345579256000,0.628256103515625,4.321201695887744,-4.26988593467027,-7.698420998197793
1758301345589228800,0.638228759765625,4.140877277441323,-4.6813577808275815,-7.557009955513477
1758301345599202800,0.648202880859375,3.951186772495508,-5.042714181467891,-7.4249272976666685
1758301345609175800,0.65817578125,3.7610648903951045,-5.3426633427262304,-7.313050977024435
1758301345619149800,0.66814990234375,3.578554360081255,-5.583800834053754,-7.223954643467068
1758301345629123000,0.678123046875,3.416713400569558,-5.776322470772266,-7.150562074998021
1758301345639096000,0.688095947265625,3.260343273684382,-5.936745087918639,-7.091939205637574
1758301345649070000,0.698070068359375,3.136962393209338,-6.095613461360335,-7.012369994360208
